English,Nagamese,,,,
"for I have five brothers—in order that he may warn them, so that it may not be that they come into this place of torment.' 29","kilekoile moi laga pansta bhai ase, tai khan ke hoshiar kori dibi, tai khan bi itu dukh khotom nohua jagate nahibo nimite.’ 29",,,,
"""But Abraham said, 'They have Moses and the prophets; let them listen to them.' 30","Kintu Abraham koise, ‘Tai khan logote Moses aru dusra bhabobadi khan bi ase; tai khan ke taikhan laga kotha hunibo dibi.’ 30",,,,
"""The rich man replied, 'No, Father Abraham, but if someone would go to them from the dead, they will repent.' 31","Kintu dhuni manu pora koise, ‘Nohoi Baba Abraham, kintu kunba mora pora uthi kena jaile he, tai khan mon ghura bo.’ 31",,,,
"""But Abraham said to him, 'If they do not listen to Moses and the prophets, neither will they be persuaded if someone rises from the dead.'"" 1","Kintu Abraham taike koise, ‘Jodi tai khan Moses aru bhabobadi khan laga kotha mana nai koile, mora manu uthi jaile bi taikhan mon naghurabo.’” 1",,,,
"Jesus said to his disciples, ""It is certain there will be stumbling blocks, but woe to that person through whom they come! 2","Jitia Jisu he chela khan ke koise, “Paap koribi dibole porikha to ahibo, kintu jun manu itu khan loi kena ahe, tai ke hai ase! 2",,,,
It would be better for him if a millstone were hung around his neck and he were thrown into the sea than that he should cause one of these little ones to stumble. 3,Eneka manu dusra ke dukh diya pora nijor gola te pathor bandhi kena pani nichete phelai dile he bhal hobo. 3,,,,
"Watch yourselves. If your brother sins, rebuke him, and if he repents, forgive him. 4","Nijor ke bhal pora sai lobi. Jodi tumi laga bhai paap kori ase, tinehoile tai ke rukhai dibi; aru jodi tai mon ghurai loile, taike maph dibi. 4",,,,
"If he sins against you seven times in the day, and seven times returns to you, saying, 'I repent,' you must forgive him!"" 5","Jodi bi tai tumi logote sath bar paap kaam kore ek din te, aru sath bar wapas ahi kena koi, ‘Moi ke maph dibi, titia tumi tai ke maph koribo lage!” 5",,,,
"The apostles said to the Lord, ""Increase our faith."" 6","Pasoni khan pora Probhu ke koise, “Moi khan laga biswas dangor kori dibi.” 6",,,,
"The Lord said, ""If you had faith like a mustard seed, you would say to this mulberry tree, 'Be uprooted, and be planted in the sea,' and it would obey you. 7","Titia Probhu he koise, “Tumi khan laga biswas ekta sorso guti nisena thakile bi, tumi khan itu mulberry gash ke kobo, ‘Nijor laga niche shikor pora ulai jabi, aru jai kena samundar te ulabi,’ aru tumi laga kotha manibo. 7",,,,
"But which of you, who has a servant plowing or keeping sheep, will say to him when he has come in from the field, 'Come immediately and sit down to eat'? 8","Aru yate kun manu tai laga sewak kheti te kaam kori thaka homoite, nohoile bi saguli rukha homoi te taike kobo, ‘Joldi ahikena kha luwa koribi’? 8",,,,
"Will he not say to him, 'Prepare something for me to eat, and put a belt around your clothes and serve me until I have finished eating and drinking. Then afterward you will eat and drink'? 9","Kintu, tai itu manu ke eneka nokobo naki, ‘Moi kiba khabole nimite taiyar koribi, aru tumi laga kapra ke peti bandi lobi jitia moi ke kha luwa di ase, aru itu pichete tumi kha luwa koribi’? 9",,,,
"He does not thank the servant because he did the things that were commanded, does he? 10",Tailaga sewak ke ki hukum dise itu tai kori diya nimite malik pora taike dhanyabad dise naki? 10,,,,
"Even so you also, when you have done everything that you are commanded, should say, 'We are unworthy servants. We have only done what we ought to do.'"" 11","Itu nisena tumikhan bi, jitia tumi khan ke ki hukum diya sob kori loise, tumi khan eneka kobo lage, ‘Moi khan layak nathaka sewak ase. Moi khan ke ki koise itu he korise.’” 11",,,,
"It came about that as he traveled to Jerusalem, he went along the border between Samaria and Galilee. 12","Aru itu homoi te jitia Jisu Jerusalem te jaise, Tai Samaria aru Galilee phale pora jai thakise. 12",,,,
"As he entered into a certain village, there he was met by ten men who were lepers. They stood far away from him 13","Jitia tai ekta bosti te ponchise, dos jon kusto-rugi bemar thaka khan ke lok paise. Tai khan durte khara kori thakise. 13",,,,
"and they lifted up their voices, saying, ""Jesus, Master, have mercy on us."" 14","Aru tai khan awaj uthai kena, koise, “Jisu, Probhu, amikhan uporte morom koribi.” 14",,,,
"When he saw them, he said to them, ""Go and show yourselves to the priests."" As they went away they were cleansed. 15","Jitia Tai taikhan ke dikhise, Jisu tai khan ke koise, “Jabi aru nijor ke purohit khan ke dikhabi.” Aru jitia taikhan jai thakise, tai khan sob sapha hoi jaise. 15",,,,
"When one of them saw that he was healed, he turned back, with a loud voice glorifying God. 16","Titia ekjon tai khan majot pora, bhal howa dikhi kena ghuri kena saise aru jor awaj pora Isor ke mohima korise. 16",,,,
"He fell on his face at Jesus's feet, giving him thanks. Now he was a Samaritan. 17","Tai Jisu laga theng nichete giri jaise, aru Tai ke dhanyabad dise. Tai Samaria laga manu thakise. 17",,,,
"Then Jesus said, ""Were not the ten cleansed? Where are the nine? 18","Titia Jisu taike koise, “Dos jun manu bhal huwa nai naki? Nou jun to kot te ase? 18",,,,
"Were there no others who returned to give glory to God, except this foreigner?"" 19","Tai khan majote aru Isor ke dhanyabad dibole kun bi wapas aha nai naki, khali itu manu he nohoile jun alag desh pora ase?” 19",,,,
"He said to him, ""Arise, and go. Your faith has made you well."" 20","Jitia Jisu he taike koise, “Uthibi aru jabi. Tumi laga biswas pora tumike bhal korise.” 20",,,,
"Being asked by the Pharisees when the kingdom of God would come, Jesus answered them and said, ""The kingdom of God does not come with careful observing. 21","Jitia Pharisee khan pora Taike hudise Isor laga rajyo kitia ahibo, Tai koise, “Isor laga rajyo to koi kena nahe. 21",,,,
"Neither will they say, 'Look, here it is!' or, 'There it is!' For look, the kingdom of God is within you."" 22","Aru eneka nokobo, ‘Sabi, yate ase!’ Nohoile ‘Tate ase!’ Kintu sabi, Isor laga rajyo to tumikhan majote ase.” 22",,,,
"He said to the disciples, ""The days are coming when you will desire to see one of the days of the Son of Man, but you will not see it. 23","Titia Tai laga chela khan ke koise, “Eneka din ahibo, jitia tumi khan Manu laga Chokra ke sabole itcha koribi, kintu tumi khan dikhi napabo. 23",,,,
"Then they will say to you, 'Look, there! Look, here!' But do not go out or run after them, 24","Titia tai khan pora tumike kobo, ‘Sabi tate!’ Nohoile ‘Sabi yate!’ Tumi tai khan laga pichete napola bi, 24",,,,
"for as the lightning shines brightly when it flashes from one part of the sky to another part of the sky, so will the Son of Man be in his day. 25",jitia akas te bijili mara homoi te ekta jaga pora dusra jagate ujala dikhe itu nisena Manu laga Chokra bi eneka hobo. 25,,,,
But first he must suffer many things and be rejected by this generation. 26,Kintu poila Tai bisi dukh pabo lagibo itu jamana manu khan hath pora. 26,,,,
"As it happened in the days of Noah, even so will it also happen in the days of the Son of Man. 27","Jineka Noah laga homoi te hoisele, eneka din Manu laga Chokra laga homoite bi eneka hobo. 27",,,,
"They ate, they drank, they married, and they were given in marriage until the day that Noah entered into the ark—and the flood came and destroyed them all. 28","Taikhan kha luwa kori thakise, shadi kori thakise, aru jibon to duniya laga khushi pora moja kori thakise, utu din tak jitia Noah dangor naw bhitorte ghusi jaise, aru dangor hawa pani ahi kena manu ke khotom kori dise. 28",,,,
"In the same way, even as it happened in the days of Lot—they were eating and drinking, buying and selling, planting and building. 29","Aru eneka din Lot laga homoi te bi hoise- tai khan kha luwa nisa-pani te moja kori thakise, ekjon-ekjon logote luwa-diya kori thakise, kunba ghor bonai thakise aru kunba kheti kori thakise: 29",,,,
"But in the day that Lot went out from Sodom, it rained fire and sulfur from heaven and destroyed them all. 30","kintu jitia Lot Sodom pora ulai ahise, akas pora jui ahi kena sob manu ke khotom kori dise. 30",,,,
After the same manner it will be in the day that the Son of Man is revealed. 31,Aru eneka he din ahibo jitia Manu laga Chokra to sob manu khan usorte dikhai dibo. 31,,,,
"In that day let him who is on the housetop not go down to get his goods out of the house, and in the same way let him who is in the field not return. 32","Aru itu din te, jun manu ghor uporte ase aru tai laga saman khan ghor te ase, tai ke itu saman lobole nimite nichete jabo nadibi; aru jun manu kheti te kaam kori ase, itu ke ghuri kena pichete sabole nadibi. 32",,,,
Remember Lot's wife. 33,Lot laga maiki ke yaad koribi. 33,,,,
"Whoever seeks to gain his life will lose it, but whoever loses his life will save it. 34","Jun manu tai laga jibon bacha bole bisare tai harai dibo, kintu jun manu nijor jibon to Isor nimite harai diye tai bachi bo. 34",,,,
"I tell you, in that night there will be two people in one bed. One will be taken, and the other will be left. 35","Moi tumi khan ke koi ase, itu rati te duijon ghumai thakibo. Ekjon ke uthai lobo, aru ekjon ke chari jabo. 35",,,,
"There will be two women grinding grain together. One will be taken, and the other will be left."" 36",Aru itu nisena duita mahila eke jagate dhaan khundi thakibo. Ekjon ke uthai loijabo aru ekjon ke chari jabo. 36,,,,
37,"Duijon manu kheti te kaam kori thakibo, ekjon ke loijabo aru ekjon ke chari jabo.” 37",,,,
"They asked him, ""Where, Lord?"" He said to them, ""Where there is a body, there will the vultures also be gathered together."" 1","Titia taikhan pora Jisu ke koise, “Kot te Probhu?” Aru Tai pora taikhan ke koise, “Jun jagate manu laga gaw thake, tate pucha mangso kha chiriya khan bi joma kori kena thake.” 1",,,,
"Then he spoke a parable to them about how they should always pray and not become discouraged, 2",Titia Tai taikhan ke dristanto koise kineka tai khan prathana kori thakibo lage aru kitia bi mon chutu nokoribo lage. 2,,,,
"saying, ""In a certain city there was a judge who did not fear God and did not respect people. 3","Aru koise, “Ekta sheher te ekjon kanun chola manu thakise aru tai Isor ke bhoi nakore aru manu khan ke bi hisab nakore. 3",,,,
"Now there was a widow in that city, and she came often to him, saying, 'Help me get justice against my opponent.' 4","Aru itu sheher te ekta bidhowa mahila thakise, aru tai, itu manu usorte hodai ahi thake, aru koi, ‘Moi laga dushman khan logot pora moike niyai dibi.’ 4",,,,
"For a long time he was not willing to help her, but after a while he said to himself, 'Though I do not fear God or respect man, 5","Bisi din pora tai itu mahila laga kaam kori dibo mon thaka nai, kintu itu mahila bisi kowa nimite tai nijor ke koise, ‘Moi Isor ke bhoi nakore aru manu ke hisab nakore, 5",,,,
"yet because this widow causes me trouble, I will help her get justice, so that she does not wear me out by her constant coming.'"" 6","kintu itu mahila moike hodai digdar diya nimite, moi tai nimite niyai kori dibo, eneka kori dile tai aru hodai ahi kena moike digdar nokoribo.’” 6",,,,
"Then the Lord said, ""Listen to what the unjust judge says. 7","Titia Probhu koise, “Huni bi itu thik nathaka ukil pora ki koise. 7",,,,
Now will not God also bring justice to his chosen ones who cry out to him day and night? Will he delay long over them? 8,Etiya Isor jun ke bachai loise taike sajai nadibo naki? Jun tai usorte din aru rati kandi thake? Tai khan laga kotha hunibo nimite deri rukhi thakibo naki? 8,,,,
"I say to you that he will bring justice to them speedily. Even so, when the Son of Man comes, will he indeed find faith on the earth?"" 9","Moi tumi khan ke koi ase, tai joldi pora niyai to ani dibo. Jitia Manu laga Chokra ahibo, Tai itu duniya te biswas pabo na napabo?” 9",,,,
"Then he also spoke this parable to some who trusted in themselves that they were righteous and who despised other people, 10","Aru Tai itu dristanto bi koise jun tai khan nijor ke dharmik manu ase koi thake aru dusra ke ghin kori thake, 10",,,,
"""Two men went up into the temple to pray—the one was a Pharisee and the other was a tax collector. 11","“Duijon manu prathana koribole nimite jaise- ekjon Pharisee, aru ekjon poisa utha manu. 11",,,,
"The Pharisee stood and prayed these things about himself, 'God, I thank you that I am not like other people—robbers, unrighteous people, adulterers—or even like this tax collector. 12","Aru itu Pharisee khara korikena tai nijor logote eneka prathana kori thakise, ‘Isor, moi Apnike dhanyabad di ase moi dusra manu khan nisena nohoi- chor, biya manu, paap kaam kori kena thaka manu aru poisa utha manu khan nisena bi nohoi. 12",,,,
